,OBJECTID,CalSim_ID,Riv_Mi,Riv_Name,Comment,C2VSIM_GW,C2VSIM_SW,CalSim2_ID,Type,Sub_Type,Nrest_Gage,Strm_Code,RM_II,HR,geometry
716,717.0,CLV010,10.0,Calaveras River,C2VSIM node.  Need to be added to model.,560,165,,CH,STM,,CLV,10.0,SJR,POINT (-121.222044053264 38.02694336545394)
717,718.0,CLV016,16.0,Calaveras River,C2VSIM node.,561,164,,CH,STM,,CLV,16.0,SJR,POINT (-121.14805064985251 38.06792590972802)
718,719.0,CLV023,23.0,Calaveras River,C2VSIM node.,562,163,,CH,STM,,CLV,23.0,SJR,POINT (-121.05911124736916 38.049261840225064)
719,720.0,CLV026,26.14,Calaveras River,Diversion to 60S_PA1 (SEWD). NO C2VSIM NODE HERE!,,,,CH,STM,11310100,CLV,26.0,SJR,POINT (-121.01008393039015 38.05305127275876)
720,721.0,CLV028,28.0,Calaveras River,C2VSIM node.,563,162,,CH,STM,,CLV,28.0,SJR,POINT (-120.98508107782605 38.06802881640725)
721,722.0,CLV037,37.1,Calaveras River,Calaveras River at Jenny Lind,,,,CH,SG,11309500,CLV,37.0,SJR,POINT (-120.8654349790666 38.089036622856)
722,723.0,CLV035,35.0,Calaveras River,C2VSIM node.,564,161,,CH,STM,,CLV,35.0,SJR,POINT (-120.8809045615983 38.080240613123316)
723,724.0,CLV043,43.43,Calaveras River,Diversion to Jenny Lind WTP,,,,CH,STM,,CLV,43.0,SJR,POINT (-120.83257307735785 38.149991958378344)
724,725.0,CLV044,43.87,Calaveras River,Calaveras River below New Hogan Dam,,,,CH,SG,11308900,CLV,44.0,SJR,POINT (-120.82551077026248 38.14804055115471)
725,726.0,NHGAN,44.63,Calaveras River,New Hogan Reservoir/Dam,,,,STR,SIM,,,,SJR,POINT (-120.8131101840887 38.150480211289555)
726,727.0,AMADR,8.58,Jackson Creek,Lake Amador/Devils Lake,,,,STR,SIM,,,,SJR,POINT (-120.88853213010543 38.30284217613513)
727,728.0,DSC026,26.14,Dry Creek/Sutter Creek,Inflow from AMADR via Jackson Creek.,,,,CH,NA,,DSC,26.0,SJR,POINT (-121.01254997031806 38.29899552996874)
728,729.0,SDC001,4.0,Stockton Diverting Canal,USGS Gage. Existing?,,,,CH,CNL,11311000,SDC,1.0,SJR,POINT (-121.2663949806299 37.98885133534618)
729,730.0,CCH053,53.28,Cache Creek,Cache Creek above Rumsey,,,,CH,SG,11451760,CCH,53.0,SAC,POINT (-122.27186662618199 38.91348059248853)
730,731.0,CCH058,58.4,Cache Creek,Confluence with Bear Creek,,,,CH,STM,,CCH,58.0,SAC,POINT (-122.33324840053554 38.926456755297714)
731,732.0,NFC005,5.18,North Fork Cache Creek,N.F. Cache Creek near Lower Lake,,,,CH,SG,11451500,NFC,5.0,SAC,POINT (-122.56871935556228 39.01931913894172)
732,733.0,NFC013,12.62,North Fork Cache Creek,N.F. Cache Creek near Clear Lake Oaks,,,,CH,SG,11451300,NFC,13.0,SAC,POINT (-122.53424303658316 39.075536242643345)
733,734.0,INDVL,13.0,North Fork Cache Creek,Indian Valley Reservoir/Dam,,,,STR,NA,,NFC,13.0,SAC,POINT (-122.5365297066233 39.08057586807179)
734,735.0,BRC002,1.62,Bear Creek,Bear Creek near Rumsey,,,,CH,SG,11451720,BRC,2.0,SAC,POINT (-122.34495461555028 38.94408846823663)
735,736.0,BRC003,3.0,Bear Creek,Above Holsten Chimney Canyon near Rumsey,,,,CH,SG,11451715,BRC,3.0,SAC,POINT (-122.3422111433083 38.95820613366289)
736,737.0,WSB000,0.0,Willow Slough Bypass,,,,,CH,BYP,,WSB,0.0,SAC,POINT (-121.75349197960644 38.59952447824173)
737,738.0,PTH021,21.48,Putah Creek,Putah Creek at Winters,,,,CH,SG,11454500,PTH,21.0,SAC,POINT (-121.96744160391312 38.52021727809495)
738,739.0,PTH030,29.68,Putah Creek,Putah Creek near Winters,,,,CH,SG,11454000,PTH,30.0,SAC,POINT (-122.08211633535136 38.51493926487222)
739,740.0,PSC003,3.26,Putah South Canal,,,,,CH,CNL,,PSC,3.0,SAC,POINT (-121.95232334625577 38.48554267969316)
740,741.0,20_PA,,,UC Davis. Water source on wrong side of Putah Creek,,,,PR,A,,,,SAC,POINT (-121.8086552310884 38.54500040235753)
741,742.0,PSC006,6.35,Putah South Canal,,,,,CH,CNL,,PSC,6.0,SAC,POINT (-121.95303457118878 38.44325472263948)
742,743.0,CSPSO,,,Solano State Prison,,,,OM,OMD,,,,SAC,POINT (-121.97532651215265 38.321620458875564)
743,744.0,PSC015,15.0,Putah South Canal,Diversion to Solano State Prison,,,,CH,CNL,,PSC,15.0,SAC,POINT (-121.96014249237702 38.3260876324727)
744,745.0,PSC017,16.79,Putah South Canal,Diverison to North Bay Regional Water Treatment Plant,,,,CH,CNL,,PSC,17.0,SAC,POINT (-121.9666681930826 38.30227083184519)
745,746.0,WTPNBR,,,North Bay Regional Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-121.9665846874055 38.299178817914765)
746,747.0,PSC020,19.6,Putah South Canal,Diversion to Cement Hill Water Treatment Plant,,,,CH,CNL,,PSC,20.0,SAC,POINT (-122.00787067876794 38.28900368230272)
747,748.0,WTPCMT,,,Cement Hill Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-122.00911372232575 38.28798044179626)
748,749.0,PSC024,23.53,Putah South Canal,Diversion to Waterman Water Treatment Plant,,,,CH,CNL,,PSC,24.0,SAC,POINT (-122.06838838624925 38.27261855067957)
749,750.0,WTPWMN,,,Waterman Water Treatment Plant,,,,WTP,NA,,,,SAC,POINT (-122.06849087655894 38.27622998908384)
750,751.0,25_PU,,,City of Vacaville,,,,PR,U,,,,SAC,POINT (-121.93733566675593 38.37303507012326)
751,752.0,YBP002,2.0,Yolo Bypass,C2VSIM Node,473,411,,CH,BYP,,YBP,2.0,SAC,POINT (-121.67865806154978 38.26371184265492)
752,753.0,RLLNS,49.96,Bear River,Rollins Reservoir/Dam,,,,STR,NSM,,,,SAC,POINT (-120.95297960913238 39.13577974945667)
753,754.0,BEC000,0.11,Bear River Canal,Bear River Canal near Colfax,,,,CH,SG,11422000,BEC,0.0,SAC,POINT (-120.95459452515469 39.13277128285748)
754,755.0,BEC021,21.39,Bear River Canal,Inflow from Bowman Feeder,,,,CH,CNL,,BEC,21.0,SAC,POINT (-121.02474252025976 38.98249373454037)
755,756.0,BEC022,22.36,Bear River Canal,Diversion to Bowman WTP,,,,CH,CNL,,BEC,22.0,SAC,POINT (-121.03721779023542 38.97433474539404)
756,757.0,24_NA1,,,Nevada ID,,,,NP,A,,,,SAC,POINT (-121.18991965061333 38.914327403263435)
757,758.0,NIDD1,,,Nevada ID - Deer Creek System Ag Demand No.1,,,,OM,OMD,,,,SAC,POINT (-121.075730175236 39.235653703981995)
758,759.0,CBC001,0.77,Combie Ophir Canal,Spil to Coon Creek by way of Orr Creek and Gold Hill Canal,,,,CH,CNL,,CBC,1.0,SAC,POINT (-121.08895422905947 39.003571823633195)
759,760.0,CBC000,,Combie Ophir Canal,Diversion point from Combie Aqueduct,,,,CH,CNL,,CBC,0.0,SAC,POINT (-121.08326536130105 39.01191886877366)
760,761.0,CCK036,36.33,Coon Creek,Spill from Combie Ophir Canal,,,,CH,STM,,CCK,36.0,SAC,POINT (-121.13841708582454 38.974141562783544)
761,762.0,WLF021,20.64,Wolf Creek,D-S Canal Spill to Wolf Creek,,,,CH,STM,,WLF,21.0,SAC,POINT (-121.01055440590706 39.23053845660546)
762,763.0,BRR031,31.13,Bear River,Conceptual Tarr Canal return.  Not really Tarr Canal location.,,,,CH,STM,,BRR,31.0,SAC,POINT (-121.13066754238591 39.033981296762626)
763,764.0,NIDB1,,Tarr Ditch,Nevada ID - Tarr Ditch.  Includes diversion from Combie Lake. Bear River Shed,,,,OM,OMD,,,,SAC,POINT (-121.164788458017 39.13923250824087)
764,765.0,CCK022,21.65,Coon Creek,Return from 24_NA1,,,,CH,STM,,CCK,22.0,SAC,POINT (-121.33546147453725 38.941435861879775)
765,766.0,ABT002,2.23,Auburn Tunnel,Auburn Tunnel Pump Station offset (530' east) for display,,,,CH,CNL,,ABT,2.0,SAC,POINT (-121.10193101433461 38.888433628529825)
766,767.0,STH001,0.39,South Canal,,,,,CH,CNL,,STH,1.0,SAC,POINT (-121.10378634014586 38.88767970352283)
767,768.0,ABN026,25.95,Auburn Ravine,Outfall from Auburn Tunnel,,,,CH,STM,,ABN,26.0,SAC,POINT (-121.11963595216838 38.8898876070832)
768,769.0,STH000,,South Canal,Spill to Auburn Ravine,,,,CH,CNL,,STH,0.0,SAC,POINT (-121.09861215131326 38.88949847833945)
769,770.0,LBC030,30.03,Lower Boardman Canal,Bowman Feeder Diversion point,,,,CH,CNL,,LBC,30.0,SAC,POINT (-121.00441921684866 38.989268647101085)
770,771.0,LBC032,31.94,Lower Boardman Canal,Inflow from Ragsdale Random,,,,CH,CNL,,LBC,32.0,SAC,POINT (-121.01967811455668 38.96867041014626)
771,772.0,STH004,3.62,South Canal,Diversion to Foothill Water Treatment Plant.  Location not exact.,,,,CH,CNL,,STH,4.0,SAC,POINT (-121.11789290939893 38.859919955740516)
772,773.0,SCR002,2.25,Secret Ravine,,,,,CH,STM,,SCR,2.0,SAC,POINT (-121.22999343134325 38.7764308873211)
773,774.0,MRM001,0.46,Mormon Ravine near Newcastle,Measured from N.Fork American centerline,,,,CH,SG,11425418,MRM,1.0,SAC,POINT (-121.09438914272444 38.8365779264255)
774,775.0,STH007,6.63,South Canal,Newcastle Power Plant near Newcastle,,,,CH,SG,11425416,STH,7.0,SAC,POINT (-121.09302611810008 38.835188202446126)
775,776.0,26N_PU3,,,,,,,PR,U,,,,SAC,POINT (-121.18363147778602 38.695233609144395)
776,777.0,26N_NU1,,,,,,,PR,U,,,,SAC,POINT (-121.36678269656169 38.71314312553869)
777,778.0,26N_PU2,,,,,,,PR,U,,,,SAC,POINT (-121.23795969047474 38.694671032522734)
778,779.0,26N_NU2,,,,,,,PR,U,,,,SAC,POINT (-121.32148403338142 38.62593626744183)
779,780.0,26N_NU5,,,,,,,NP,U,,,,SAC,POINT (-121.36912626871525 38.59047538130019)
780,781.0,AMR022,22.07,American River,American River at Fair Oaks,,,,CH,SG,11446500,AMR,22.0,SAC,POINT (-121.22747603332859 38.63509164660807)
781,782.0,26S_PU2,,,,,,,PR,U,,,,SAC,POINT (-121.28302706439891 38.60329147269504)
782,783.0,26S_NU4,,,AeroJet/Boeing groundwater remediation,,,,NP,U,,,,SAC,POINT (-121.2167213959848 38.61117942461586)
783,784.0,AMR007,7.27,American River,Diversion to Fairbairn Water Treatment Plant,,,,CH,STM,,AMR,7.0,SAC,POINT (-121.41677589594225 38.559545419257546)
784,785.0,26S_NU3,,,,,,,NP,U,,,,SAC,POINT (-121.38854835810803 38.4941820485278)
785,786.0,26S_PU5,,,,,,,PR,U,,,,SAC,POINT (-121.32959954230722 38.42149325083882)
786,787.0,26S_PU4,,,,,,,PR,U,,,,SAC,POINT (-121.43129756967011 38.42479916813169)
787,788.0,NFA011,10.95,North Fork American River,Inflow from Mormon Ravine and Newcastle Power Plant,,,,CH,STM,,NFA,11.0,SAC,POINT (-121.08797382450093 38.832333669327745)
788,789.0,TRN111,111.19,Trinity River,Trinity River at Lewiston,,,,CH,SG,11525500,TRN,111.0,SAC,POINT (-122.80356536928048 40.71986266145914)
789,790.0,CLR025,25.21,Clear Creek,Judge Francis Carr PH outfall,,,,CH,STM,,CLR,25.0,SAC,POINT (-122.62627076775942 40.6480085825931)
790,791.0,STH005,5.19,South Canal,South Canal Spillway near Newcastle,,,,CH,CNL,11425417,STH,5.0,SAC,POINT (-121.10914095743702 38.842934549173826)
791,792.0,LBR002,2.16,Little Bear River,Alta Powerhouse,,,,CH,SG,11421725,LBR,2.0,SAC,POINT (-120.80287480303244 39.21590378582233)
792,793.0,BRR061,60.91,Bear River,Dutch Flat Powerhouse outfall. Confluence wtih Little Bear River,,,,CH,STM,,BRR,61.0,SAC,POINT (-120.83696971727527 39.217306784166354)
793,794.0,CYN009,9.41,Canyon Creek (South),Canyon Creek below Towle Diversion near Blue Canyon,,,,CH,SG,11426196,CYN,9.0,SAC,POINT (-120.75169657692294 39.24210184938086)
794,795.0,CYN010,9.9,Canyon Creek,Inflow from Towle Diversion from Drum Forebay,,,,CH,STM,,CYN,10.0,SAC,POINT (-120.74448292820482 39.246307319060534)
795,796.0,DRM009,9.48,Drum Canal,Drum Forebay and Towle Diversion Pipeline,,,,CH,CNL,,DRM,9.0,SAC,POINT (-120.75017469391459 39.24949692017332)
796,797.0,BRR067,66.41,Bear River,Retrun from Drum Canal,,,,CH,STM,,BRR,67.0,SAC,POINT (-120.76789259991074 39.2570033755232)
797,798.0,BRR066,65.91,Bear River,Dutch Flat Diversions to Tunnel and Flume/Bear River below Drum Afterbay. Combined Flow USGS11421770+USGS11421750+USGS11421760.,,,,CH,SG,11421770 / 11421750 / 11421760,BRR,66.0,SAC,POINT (-120.77512427401301 39.2542612909537)
798,799.0,DRM008,7.76,Drum Canal,Drum Canal near Drum Forebay near Blue Canyon,,,,CH,SG,11414190,DRM,8.0,SAC,POINT (-120.72990970925012 39.264874682095304)
799,800.0,DRM003,1.96,Drum Canal,Inflow from Lake Valley Canal,,,,CH,CNL,,DRM,3.0,SAC,POINT (-120.6645645778322 39.3057495476622)
800,801.0,LVC001,1.45,Lake Valley Canal,Lake Valley Canal near Emigrant Gap,,,,CH,SG,11426190,LVC,1.0,SAC,POINT (-120.64253385308244 39.29891173249077)
801,802.0,FCS006,5.64,French Camp Slough,French Camp Slough near French Camp,,,,CH,SG,DWR  B0-2805,FCS,6.0,SJR,POINT (-121.24905672087834 37.88123856642477)
802,803.0,FCS007,6.56,French Camp Slough,Confluence with Littlejohns Creek.,,,,CH,STM,,FCS,7.0,SJR,POINT (-121.23616681858856 37.87646774052332)
803,804.0,SAL017,16.52,Salt Slough,Confluence with Mud Slough (South).,,,,CH,STM,11261000,SAL,17.0,SJR,POINT (-120.8067106250746 37.15510959765438)
804,805.0,MSN004,4.02,Mud Slough (North),Confluence with Los Banos Creek,,,,CH,STM,,MSN,4.0,SJR,POINT (-120.94798337521212 37.299466133365954)
805,806.0,MSN009,9.31,Mud Slough (North),Confluence with San Luis Drain,,,,CH,STM,11262900,MSN,9.0,SJR,POINT (-120.90615708244206 37.261257911151695)
806,807.0,LBN008,7.94,Los Banos Creek,Confluence with Garzas Creek,,,,CH,STM,,LBN,8.0,SJR,POINT (-120.94087743577725 37.21573287661552)
807,808.0,LBN012,11.74,Los Banos Creek,Confluence with Volta Wasteway,,,,CH,STM,,LBN,12.0,SJR,POINT (-120.90582430555374 37.185666170512626)
808,809.0,LBN025,25.0,Los Banos Creek,,,,,CH,STM,,LBN,25.0,SJR,POINT (-120.8894333537539 37.02896286234314)
809,810.0,BANOS,27.96,Los Banos Creek,Los Banos Reservoir/Los Banos Creek Detention Dam,,,,STR,SIM,,,,SJR,POINT (-120.93275423761055 36.99282424171634)
810,811.0,VLW008,8.0,Volta Wasteway,,,,,CH,CNL,,VLW,8.0,SJR,POINT (-120.91919258231424 37.130189676029396)
811,812.0,NMW004,4.0,Newman Wasteway,,,,,CH,CNL,,NMW,4.0,SJR,POINT (-121.01592341445314 37.293225323857165)
812,813.0,GRZ012,12.0,Garzas Creek,USGS Gage.,,,,CH,STM,11263050,GRZ,12.0,SJR,POINT (-121.12721725614895 37.235831086866135)
813,814.0,ORT009,9.0,Orestimba Creek,C2VSIM node.,682,129,,CH,STM,,ORT,9.0,SJR,POINT (-121.07052698868867 37.34890543062237)
814,815.0,ORT014,14.0,Orestimba Creek,Orestimba Creek near Newman. C2VSIM node.,681,128,,CH,SG,11274500,ORT,14.0,SJR,POINT (-121.13502049977971 37.310068638413625)
815,816.0,RFS72B,,,,,,,RFS,NA,,,,SJR,POINT (-120.98070405877394 37.29919950376184)
816,817.0,DBC024,24.24,Dry Creek/Berenda Creek (Conceptual Combination),Conceptual representation of both Dry Creek and Berenda Creek Inflow.,,,,CH,STM,,DBC,24.0,SJR,POINT (-119.95581743675386 37.08364168319392)
817,818.0,DBC014,14.1,Dry Creek/Berenda Creek (Conceptual Combination),Diversion to 64_PA1,,,,CH,STM,,DBC,14.0,SJR,POINT (-120.07288720867045 37.046172235955)
818,819.0,DPC008,8.0,Del Puerto Creek,,,,,CH,STM,11274630,DPC,8.0,SJR,POINT (-121.21229858002414 37.4830434875431)
819,820.0,WWW001,1.0,Westley Wasteway,,,,,CH,CNL,,WWW,1.0,SJR,POINT (-121.2037728766742 37.530816124011935)
820,821.0,MDC006,6.17,Madera Canal,C2VSIM node.,,,,CH,CNL,,MDC,6.0,SJR,POINT (-119.77929345630119 36.965177570882155)
821,822.0,FRS045,45.0,Fresno River,C2VSIM node.  Spill from Madera Canal,826,69,,CH,STM,,FRS,45.0,SJR,POINT (-119.91507202127038 37.066031368094734)
822,823.0,FRS039,40.0,Fresno River,C2VSIM node.,825,70,,CH,STM,,FRS,39.0,SJR,POINT (-119.97660807415221 37.01983953415962)
823,824.0,MDC019,18.83,Madera Canal,C2VSIM node. Added node with Andy on 2/12/08.,,,,CH,CNL,,MDC,19.0,SJR,POINT (-119.90822917445499 37.06917236785463)
824,825.0,FRS046,46.44,Fresno River,,,,,CH,STM,,FRS,46.0,SJR,POINT (-119.90802054152226 37.071688552587666)
825,826.0,WDWRD,,,Woodward Reservoir,587,,,STR,SIM,11300700,,,SJR,POINT (-120.87718645780744 37.861719527159224)
826,827.0,RFS61C,,,,,,,RFS,NA,,,,SJR,POINT (-120.99914810634792 37.78052343548835)
827,828.0,61_NA6,,,,,,,NP,A,,,,SJR,POINT (-121.21721264332658 37.69688257810353)
828,829.0,61_NU2,,,"Lathrop, Escalon, Manteca",,,,NP,U,,,,SJR,POINT (-121.21541273270915 37.794579624690996)
829,830.0,MAWWTP,,,Manteca  WWTP,,,,WWTP,NA,,,,SJR,POINT (-121.26078642198411 37.79410273938855)
830,831.0,TCWWTP,,,City of Tracy WWTP,,,,WWTP,NA,,,,SJR,POINT (-121.42108917965987 37.76620971293155)
831,832.0,61_NA4,,,,,,,NP,A,,,,SJR,POINT (-120.99862644158466 37.74173475987914)
832,833.0,RFS61B,,,,,,,RFS,NA,,,,SJR,POINT (-120.89319043119592 37.73527389762572)
833,834.0,61_PA2,,,,,,,PR,A,,,,SJR,POINT (-120.85047626975444 37.73558983260739)
834,835.0,OAK020,19.9,,,,,,CH,CNL,,OAK,20.0,SJR,POINT (-120.80227728240433 37.74567681039968)
835,836.0,61_NA2,,,,,,,NP,A,,,,SJR,POINT (-120.9201623089632 37.68209117060915)
836,837.0,WTPMOD,,,Modesto Regional WTP,,,,WTP,NA,,,,SJR,POINT (-120.6739233415223 37.65314649426618)
837,838.0,61_NU1,,,"Modesto, Salida, Waterford, Hickman, Del Rio, Grayson, Empire",,,,NP,U,,,,SJR,POINT (-121.01244054904889 37.65072676055347)
838,839.0,MOWWTP,,,Sutter Ave Primary Treatment Plant,,,,WWTP,NA,,,,SJR,POINT (-121.01189182455781 37.61027064601484)
839,840.0,61_NA5,,,,,,,NP,A,,,,SJR,POINT (-121.17454886075363 37.629385318145815)
840,841.0,RFS61A,,,,,,,RFS,NA,,,,SJR,POINT (-121.17499920576745 37.657977650765034)
841,842.0,61_NA3,,,,,,,NP,A,,,,SJR,POINT (-121.1099217456322 37.588536013159946)
842,843.0,WTPJYL,,,Jenny Lind WTP,,,,WTP,NA,,,,SJR,POINT (-120.83161613139858 38.15068578533449)
843,844.0,TUO047,47.0,Tuolumne River,C2VSIM node.,656,136,,CH,STM,,TUO,47.0,SJR,POINT (-120.52934544658821 37.62812495129546)
844,845.0,TUO054,53.85,Tuolumne River,La Grange Dam/Reservoir.,,,,CH,STM,11289600,TUO,54.0,SJR,POINT (-120.44440549537093 37.672115559333555)
845,846.0,PEDRO,56.49,Tuolumne River,Don Pedro Reservoir/Dam,,,,STR,SIM,11288000,,,SJR,POINT (-120.42195819772239 37.70054305209508)
846,847.0,TRLCH,11.81,Turlock Main Canal,Turlock Lake,666,,,STR,SIM,,,,SJR,POINT (-120.59426848673098 37.61171555907509)
847,848.0,MDSTO,15.86,Modesto Main Canal,Modesto Reservoir/Dallas Warner Reservoir.,644,,,STR,SIM,,,,SJR,POINT (-120.6748526486009 37.656146324555394)
848,849.0,MCD009,9.0,Merced River,C2VSIM node.,694,123,,CH,STM,,MCD,9.0,SJR,POINT (-120.89316326231747 37.357991104523464)
849,850.0,MCD014,14.0,Merced River,C2VSIM node.,695,122,,CH,STM,,MCD,14.0,SJR,POINT (-120.83086598518135 37.377707019998105)
850,851.0,MCD021,21.0,Merced River,C2VSIM node.,696,121,,CH,STM,,MCD,21.0,SJR,POINT (-120.74164141089494 37.399812199124604)
851,852.0,71_PA2,,,,,,,PR,A,,,,SJR,POINT (-121.21982763382915 37.55601675583206)
852,853.0,71_PA1,,,,,,,PR,A,,,,SJR,POINT (-121.29189022132046 37.576354734548325)
853,854.0,71_PA3,,,,,,,PR,A,,,,SJR,POINT (-121.21914728984272 37.514242126889634)
854,855.0,71_NU,,,Patterson,,,,NP,U,,,,SJR,POINT (-121.13320363049183 37.47244471640118)
855,856.0,71_PA4,,,,,,,PR,A,,,,SJR,POINT (-121.09093905464294 37.49362032341792)
856,857.0,ARY010,10.0,Arroyo Canal,,,,,CH,CNL,,ARY,10.0,SJR,POINT (-120.65065938130175 37.04470622079688)
857,858.0,SJR127,126.9,San Joaquin River,Confluence with Salt Slough,,,,CH,STM,,SJR,127.0,SJR,POINT (-120.89662268928407 37.294526395709276)
858,859.0,SJR131,130.94,San Joaquin River,San Joaquin River near Stevinson,,,,CH,SG,11260815 / DWR (SJS),SJR,131.0,SJR,POINT (-120.85132640011008 37.2953056926352)
859,860.0,SJR134,133.74,San Joaquin River,C2VSIM node. Confluence with Eastside Bypass (Bear Creek).,715,104,,CH,STM,,SJR,134.0,SJR,POINT (-120.82755401838887 37.27969714377172)
860,861.0,SJR141,141.0,San Joaquin River,C2VSIM node.,728,103,,CH,STM,,SJR,141.0,SJR,POINT (-120.79726618998131 37.22291162297286)
861,862.0,SJR145,145.34,San Joaquin River,C2VSIM node. Confluence with Mariposa Bypass.,749,92,,CH,STM,,SJR,145.0,SJR,POINT (-120.76307420438859 37.20379574710953)
862,863.0,SJR152,152.0,San Joaquin River,C2VSIM node.,768,91,,CH,STM,,SJR,152.0,SJR,POINT (-120.74294118230686 37.15657360604267)
863,864.0,SJR157,157.0,San Joaquin River,C2VSIM node.,769,90,,CH,STM,,SJR,157.0,SJR,POINT (-120.68314439276068 37.146311506467406)
864,865.0,COT033,33.0,Hildreth Creek,"Cottonwood does not meet the rim watershed, so used Hildreth to extend it.",,,,CH,STM,,COT,33.0,SJR,POINT (-119.87733053911504 37.021616911779844)
865,866.0,SJR265,264.9,San Joaquin River,Confluence wtih Cottonwood Creek.,,,,CH,STM,,SJR,265.0,SJR,POINT (-119.70748553865545 36.997998747989094)
866,867.0,MDC032,32.0,Madera Canal,"Madera ID Lateral  24-2, 32-2",,,,CH,CNL,,MDC,32.0,SJR,POINT (-120.08058118068917 37.12343026686973)
867,868.0,64_NA2,,,Non District Ag,,,,NP,A,,,,SJR,POINT (-120.45031199565572 36.99564803780475)
868,869.0,BUR005,4.58,Burns Creek,USACOE Gage - BUR,,,,CH,SG,USACE (BUR),BUR,5.0,SJR,POINT (-120.27630856116993 37.37718603773175)
869,870.0,SJR166,166.44,San Joaquin River,C2VSIM node. San Joaquin River (4B) Headgates. Salt Slough connection to Eastside Bypass.,784,79,,CH,STM,,SJR,166.0,SJR,POINT (-120.589562843314 37.11195058569585)
870,871.0,SJR173,173.0,San Joaquin River,C2VSIM node.,798,68,,CH,STM,,SJR,173.0,SJR,POINT (-120.54275363960596 37.046395602019444)
871,872.0,SJR179,179.0,San Joaquin River,San Joaquin River near Dos Palos,,,,CH,SG,DWR B0-7610,SJR,179.0,SJR,POINT (-120.5008120953645 36.99494792086502)
872,873.0,SJR180,180.0,San Joaquin River,C2VSIM node. Sack Dam diversion to Arroyo Canal,818,67,,CH,STM,,SJR,180.0,SJR,POINT (-120.50017085198787 36.983673417264136)
873,874.0,SJR185,185.0,San Joaquin River,C2VSIM node.,829,66,,CH,STM,,SJR,185.0,SJR,POINT (-120.46441319688448 36.93123453488006)
874,875.0,SJR192,192.0,San Joaquin River,C2VSIM node.,843,65,,CH,STM,,SJR,192.0,SJR,POINT (-120.45240408875631 36.866506911413104)
875,876.0,SJR195,195.06,San Joaquin River,Confluence with Firebaugh Wasteway,,,,CH,STM,,SJR,195.0,SJR,POINT (-120.42907110112027 36.8432839918561)
876,877.0,SJR198,198.0,San Joaquin River,C2VSIM node.,858,64,,CH,STM,,SJR,198.0,SJR,POINT (-120.39984854058949 36.822222828236015)
877,878.0,SJR200,200.0,San Joaquin River,San Joaquin River near Mendota,,,,CH,SG,11254000 / DWR (MEN),SJR,200.0,SJR,POINT (-120.37800705699716 36.81019662962732)
878,879.0,71_PA5,,,,,,,PR,A,,,,SJR,POINT (-121.12565095910688 37.44542701491387)
879,880.0,SJR201,200.85,San Joaquin River,C2VSIM node. Confluence with proposed Mendota Bypass return.,872,53,,CH,STM,,SJR,201.0,SJR,POINT (-120.36812580414716 36.80694340988625)
880,881.0,SJR205,205.26,San Joaquin River,Diversion to proposed Mendota Pool Bypass,,,,CH,STM,,SJR,205.0,SJR,POINT (-120.3498385385399 36.79826872418356)
881,882.0,SJR214,213.73,San Joaquin River,San Joaquin River below Chowchilla Bypass Bifurcation Structure. DWRB07798,873,61,,CH,SG,DWR  B0-7798,SJR,214.0,SJR,POINT (-120.28402257359406 36.77339641680652)
882,883.0,SJR213,213.62,San Joaquin River,San Joaquin River below Chowchilla Bypass,,,,CH,SG,DWR B0-7798 (SJB),SJR,213.0,SJR,POINT (-120.28592043786713 36.77329618378338)
883,884.0,SJR221,221.0,San Joaquin River,C2VSIM node.,874,60,,CH,STM,,SJR,221.0,SJR,POINT (-120.20140070365818 36.784558548796575)
884,885.0,SJR225,225.13,San Joaquin River,San Joaquin River at Gravelly Ford,,,,CH,SG,DWR (GRF),SJR,225.0,SJR,POINT (-120.15972743286356 36.79814107086988)
885,886.0,SJR227,227.48,San Joaquin River,C2VSIM node. San Joaquin River at Whitehouse. USGS11253050/DWRB07780,875,59,,CH,SG,11253050,SJR,227.0,SJR,POINT (-120.13913618454545 36.807887431660525)
886,887.0,SJR235,235.0,San Joaquin River,C2VSIM node.,876,58,,CH,STM,,SJR,235.0,SJR,POINT (-120.0151084025804 36.827282455108)
887,888.0,SJR242,242.0,San Joaquin River,C2VSIM node.,877,57,,CH,STM,11252500,SJR,242.0,SJR,POINT (-119.9215038506661 36.846406137089005)
888,889.0,SJR249,249.0,San Joaquin River,C2VSIM node.,878,56,,CH,STM,,SJR,249.0,SJR,POINT (-119.83639700071713 36.85374069745893)
889,890.0,SJR258,258.09,San Joaquin River,Confluence with Little Dry Creek,,,,CH,STM,,SJR,258.0,SJR,POINT (-119.75064566923731 36.92742624897279)
890,891.0,SJR263,263.49,San Joaquin River,San Joaquin River below Friant Dam. C2VSIM node.,880,54,,CH,SG,11251000,SJR,263.0,SJR,POINT (-119.72426837930117 36.98419357985217)
891,892.0,MLRTN,262.06,San Joaquin River,Millerton Lake/Friant Dam,,,,STR,SIM,11250000,,,SJR,POINT (-119.70541384013099 36.99940121123062)
892,893.0,TUO010,10.0,Tuolumne River,C2VSIM node.,650,142,,CH,STM,,TUO,10.0,SJR,POINT (-121.06967202879389 37.5858939851983)
